588|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/KEGZOL04_clean/class3|Reax_KEGZOL04_clean.qsub|1743335407.889096|2:ppn=8:aa|andy1220
589|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/KUYPIF_clean/class3|Reax_KUYPIF_clean.qsub|1743335407.8892198|2:ppn=8:aa|andy1220
590|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/LARPEC_clean/class3|Reax_LARPEC_clean.qsub|1743335407.8893476|2:ppn=8:aa|andy1220
591|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/LUMYOJ_clean/class3|Reax_LUMYOJ_clean.qsub|1743335407.8894594|2:ppn=8:aa|andy1220
592|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/LUMYUP_clean/class3|Reax_LUMYUP_clean.qsub|1743335407.889577|2:ppn=8:aa|andy1220
593|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/NEHGEO_clean/class3|Reax_NEHGEO_clean.qsub|1743335407.8897953|2:ppn=8:aa|andy1220
594|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/NUFBUN_clean/class3|Reax_NUFBUN_clean.qsub|1743335407.8899114|2:ppn=8:aa|andy1220
595|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/PAPPAZ_clean/class3|Reax_PAPPAZ_clean.qsub|1743335407.8900478|2:ppn=8:aa|andy1220
596|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/PUWDIU_clean/class3|Reax_PUWDIU_clean.qsub|1743335407.8901677|2:ppn=8:aa|andy1220
597|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/REWLEM_clean_h/class3|Reax_REWLEM_clean_h.qsub|1743335407.8902802|2:ppn=8:aa|andy1220
598|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/RUVMAX_clean/class3|Reax_RUVMAX_clean.qsub|1743335407.8903956|2:ppn=8:aa|andy1220
599|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/VUJBEI_clean/class3|Reax_VUJBEI_clean.qsub|1743335407.8905063|2:ppn=8:aa|andy1220
600|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/WANHIF_clean/class3|Reax_WANHIF_clean.qsub|1743335407.8906157|2:ppn=8:aa|andy1220
601|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/WEHJEA_clean/class3|Reax_WEHJEA_clean.qsub|1743335407.8907259|2:ppn=8:aa|andy1220
602|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/WOYJAX_clean/class3|Reax_WOYJAX_clean.qsub|1743335407.890836|2:ppn=8:aa|andy1220
603|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/WUGQAS_clean/class3|Reax_WUGQAS_clean.qsub|1743335407.8909452|2:ppn=8:aa|andy1220
604|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/XAHQAA_clean/class3|Reax_XAHQAA_clean.qsub|1743335407.8910563|2:ppn=8:aa|andy1220
605|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/XEDPON_clean/class3|Reax_XEDPON_clean.qsub|1743335407.8911731|2:ppn=8:aa|andy1220
606|/home/users/andy1220/Amorphous/AMOF/4_ReaxFF/Reax_targets/targets_seed6/YODWOF_clean/class3|Reax_YODWOF_clean.qsub|1743335407.8913054|2:ppn=8:aa|andy1220
