1.anode0.kaist.ac.kr|seunghh|2:ppn=1:aa|1743120686|1743227878.5068827|1743229432.3709033
7.anode0.kaist.ac.kr|andy1220|2:ppn=8:aa|1743121697|1743168653.4248903|1743229432.3709033
8.anode0.kaist.ac.kr|andy1220|2:ppn=8:aa|1743121727|1743151165.3790605|1743229432.3709033
9.anode0.kaist.ac.kr|andy1220|2:ppn=8:aa|1743121738|1743155741.9545927|1743229432.3709033
10.anode0.kaist.ac.kr|andy1220|2:ppn=8:aa|1743121745|1743144848.18719|1743229432.3709033
11.anode0.kaist.ac.kr|andy1220|2:ppn=8:aa|1743121754|1743148054.2216256|1743229432.3709033
145.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743128014|1743130010.2062004|1743229432.3709033
146.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743128034|1743129987.8594415|1743229432.3709033
147.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743128035|1743130967.5551162|1743229432.3709033
148.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743128035|1743130755.497313|1743229432.3709033
149.anode0.kaist.ac.kr|dhoonkim97|2:ppn=32:aa|1743128288|-1|1743229432.3709033
150.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128317|1743129258.792599|1743229432.3709033
151.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128338|1743129769.676727|1743229432.3709033
152.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128351|1743129842.8435585|1743229432.3709033
153.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128365|1743130016.299738|1743229432.3709033
154.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128374|1743131516.756461|1743229432.3709033
155.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128383|1743131745.6614943|1743229432.3709033
156.anode0.kaist.ac.kr|dhoonkim97|2:ppn=8:aa|1743128393|1743131613.002195|1743229432.3709033
157.anode0.kaist.ac.kr|dhoonkim97|2:ppn=16:aa|1743128447|1743161379.995953|1743229432.3709033
158.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129140|1743131179.8000267|1743229432.3709033
159.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129141|1743131117.9114494|1743229432.3709033
160.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129144|1743131035.6695492|1743229432.3709033
161.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129150|1743130910.4884567|1743229432.3709033
162.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129152|1743131145.302536|1743229432.3709033
163.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129153|1743131113.852139|1743229432.3709033
164.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129155|1743131182.8456292|1743229432.3709033
165.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129157|1743131098.6324508|1743229432.3709033
166.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129159|1743131307.936425|1743229432.3709033
167.anode0.kaist.ac.kr|ghfkddl1998|1:ppn=8:aa|1743129161|1743131236.9750233|1743229432.3709033
